FID,osm_id,amenity,name,short_name,official_name,alt_name,old_name,operator,operator-type,emergency,capacity,wheelchair,ref-FR-FINESS,type-FR-FINESS,ref-FR-NAF,ref-FR-SIRET,contact-website,url,phone,contact-phone,fax,contact-fax,email,contact-email,addr-housename,addr-housenumber,addr-street,addr-city,addr-postcode,wikidata,wikipedia,description,opening_hours,source,note,osm_type,osm_version,osm_timestamp,healthcare-speciality,the_geom,osm_original_geom
hospitals_point.664727228,664727228,hospital,Clinique François Chénieux,,,,,Polyclinique de Limoges,private,yes,,,870000288,365,8610Z,45310271700023,,,+33 5 55 45 40 40,,,,,,,18,Rue du Général Catroux,,,,,"Le site Chénieux de la Polyclinique de Limoges accueil 25 cabinets de consultations, 2 laboratoires, 1 centre d’imagerie et un service d’urgences 7/7 et 24/24.",,INSEE - 2025-01,,way,9,2025-01-13T19:27:32Z,emergency;chirurgie;laboratoire_d'analyse,POINT (143068.98093344193 5750432.139487897),"SRID=3857;POLYGON((142703.33842270894 5750397.468260611,142705.1306665107 5750390.600684433,142706.51102819655 5750384.100448616,142707.4461119192 5750380.219474702,142709.61684198966 5750375.859370227,142712.37756536133 5750372.313792339,142715.77280983055 5750368.943897547,142719.94729073526 5750366.45241217,142742.06647355593 5750354.841460687,143335.84463744724 5750286.310004872,143336.80198506807 5750293.912163166,143351.29578276936 5750409.82991109,143369.95292942628 5750542.966295071,143150.48655332736 5750555.184405188,142964.41602446642 5750571.714816181,142956.70158375442 5750568.264988741,142954.40840224407 5750566.556046939,142952.17088047913 5750565.118619512,142947.25055898607 5750562.020165623,142941.94061927524 5750558.953655619,142934.10372712338 5750554.62540632,142930.07396155669 5750553.060209676,142923.42818795634 5750550.664501058,142918.5857901068 5750547.613966352,142915.30186512842 5750544.850917496,142912.53000980764 5750541.41707185,142910.59305066784 5750537.536029294,142908.7228832225 5750526.707450378,142902.78955436323 5750520.3987711,142892.9489113771 5750512.109652468,142889.65385444966 5750510.0812951345,142887.61670776812 5750508.116823513,142882.1509207702 5750508.500135017,142872.90027108524 5750508.564020268,142864.16169105796 5750510.736119107,142854.98896501664 5750515.511544151,142849.91279623643 5750516.629537009,142844.45814118758 5750516.932992236,142836.02012378545 5750515.655286081,142826.2462724938 5750513.499157365,142813.6337741869 5750509.8417254025,142804.8172705161 5750506.551635054,142794.21965499257 5750501.999813034,142782.13035829243 5750495.73906515,142778.31209975822 5750493.407257113,142770.10785328675 5750488.0409066975,142762.4936001165 5750482.738444586,142749.58053918445 5750471.989788617,142743.43570329266 5750466.01654411,142729.76566982325 5750449.885609738,142722.81933359778 5750439.887639353,142714.5037676355 5750427.126667922,142706.28838921495 5750412.353350898,142704.24011058436 5750407.577981235,142703.38295050527 5750402.722758524,142703.33842270894 5750397.468260611))"
hospitals_point.462635887,462635887,hospital,Clinique Ker Yonnec,,,,,,,,,,890002371,161,,,,,,,,,,,,,,,,,,,,,,way,5,2020-04-11T16:09:57Z,,POINT (347767.03056154016 6157917.190077126),"SRID=3857;POLYGON((347560.9349183232 6157788.651014309,347691.7130561071 6157742.678176485,347803.3776373219 6157731.6159470165,347934.7569003561 6157790.441734146,348047.0226068211 6157920.629745849,347966.01541337086 6157965.649586857,347854.1393251236 6158027.824218384,347787.258575055 6158072.007811699,347724.8528685163 6158132.626734717,347676.48454976664 6158196.810961159,347656.1798746459 6158160.091164755,347643.22228591755 6158127.739715593,347608.10098657233 6158040.058364712,347591.0913683791 6157940.930484926,347588.09687407676 6157898.538312137,347560.9349183232 6157788.651014309))"
hospitals_point.43453588,43453588,hospital,Hôpital Max Fourestier,CASH Nanterre,,Centre d'accueil et de soins hospitalier de Nanterre,Maison Départementale; Maison de Répréssion; Maison de Retraite Départementale de Nanterre,,public,yes,,,920000577,355,,,,,+33 1 47 69 65 65,,+33 1 47 69 66 92,,,,,,,,,Q18610931,,,,Microsoft Bing orbital imagery + survey,,way,22,2025-04-22T12:09:52Z,,POINT (247382.99681016 6260236.862505456),"SRID=3857;POLYGON((247045.77994297238 6259988.75769639,247158.02338553919 6259919.870752595,247214.3733117788 6259964.502381996,247219.1489179338 6259957.4900345,247242.00280939369 6259975.800065177,247282.14461777374 6259926.730627192,247267.21667405832 6259914.636926087,247319.52570278212 6259851.644944456,247344.76183134495 6259868.769096333,247351.08477842202 6259872.766430545,247364.3317978264 6259882.166948522,247461.53597718707 6259944.024311046,247462.1259704883 6259943.0419069035,247468.6381606997 6259947.242532314,247468.68268849602 6259947.716796603,247481.8517842569 6259956.050302039,247484.53458398502 6259957.7610429935,247487.36209905113 6259959.556474463,247757.4677115119 6260131.9535460435,247758.19128820207 6260138.2376872115,247648.25215909467 6260314.19553461,247548.18706882058 6260474.319000345,247566.0093192966 6260488.988243282,247492.0597815626 6260574.548041078,247478.0001298754 6260591.131598312,247369.63060558817 6260694.868499776,247300.50120180554 6260599.44879809,247269.4541958233 6260552.493146059,247211.23410213843 6260465.273544513,247086.08873058864 6260301.881076395,247157.02151012208 6260189.3748477325,247084.63044525924 6260072.025771186,247092.6565805454 6260066.995109566,247045.77994297238 6259988.75769639))"
hospitals_point.-13364897,-13364897,hospital,Hôpital de Voiron,,,,,CHU Grenoble Alpes,,,,,380000406,,,,,,+33 4 76 76 75 75,,,,,,,,,,,,,,,,,way,4,2025-09-18T18:10:10Z,,POINT (620617.0365137113 5680735.147165693),"SRID=3857;POLYGON((620338.114970619 5680757.717653158,620350.9835037547 5680750.0635455055,620344.3711260016 5680732.69524266,620373.3698533532 5680727.307272339,620495.9214807677 5680704.32919999,620495.3426194155 5680638.406229753,620494.1515008641 5680594.669142094,620504.0032757991 5680593.17954939,620510.2705631308 5680558.237578771,620510.9496120246 5680539.855462975,620511.138855159 5680534.927160752,620573.2217351744 5680536.16319771,620573.4221102578 5680501.062983728,620588.7953319364 5680502.140550328,620596.2314739213 5680465.233968036,620609.5898128166 5680461.351575556,620699.6695447665 5680501.60176701,620710.1669727484 5680536.749522994,620712.5603418003 5680543.167410363,620792.5767917825 5680583.164421889,620758.8358541231 5680606.459118623,620817.9576356835 5680678.720603952,620823.4790824268 5680685.883396955,620842.7373543341 5680659.466664406,620954.7136301231 5680744.849881719,620892.9090488346 5680842.943334868,620891.5175551997 5680841.83403295,620769.5893169336 5680744.40616579,620737.4959077381 5680787.2565481225,620721.5215608092 5680805.464853239,620685.4317818941 5680852.974599884,620657.3236104688 5680883.844977201,620652.9598864296 5680891.293184778,620641.2045482019 5680908.329001973,620606.7177699541 5680943.557589938,620583.5744478182 5680962.3684131475,620566.4089823378 5680973.873620184,620551.6257539606 5680980.577074067,620481.0491967975 5680989.150529488,620454.5328940906 5680936.299506957,620430.020342218 5680883.654810281,620404.5504427245 5680901.023405702,620372.9802351355 5680827.397273359,620338.114970619 5680757.717653158))"
hospitals_point.342869335,342869335,hospital,Hôpital de Beaujeu,,,,,,,yes,,,690000591,,,,,,,,,,,,,,,,,Q92062385,,,,Le ministère des solidarités et de la santé - 03/2019,,way,4,2022-08-18T20:49:33Z,,POINT (510875.8238810809 5804968.483751636),"SRID=3857;POLYGON((510778.68551432877 5804975.167800615,510781.9137795618 5804963.276232724,510784.80808632245 5804953.634432661,510788.37031002785 5804941.100108292,510789.928782899 5804935.957826509,510794.04760405835 5804930.976243884,510801.50600994145 5804922.94143911,510816.53414119856 5804908.800200445,510820.8756013395 5804905.586285716,510833.6773427807 5804899.319155361,510842.2489435719 5804895.783853018,510853.7148511235 5804893.855506879,510871.52596965036 5804891.927161162,510877.87118062563 5804890.962988461,510888.78049072344 5804891.284379351,510906.14633128716 5804889.998815865,510937.53842769086 5804887.588384833,510942.2138463041 5804887.266994082,510940.9893319054 5804888.713252569,510957.5759360337 5804903.336546102,510953.7910733467 5804907.996721651,510945.4421115372 5804917.638471961,510942.2138463041 5804914.90664164,510940.8780124146 5804915.54942517,510949.1156547334 5804929.369282346,510957.79857501516 5804939.975233893,510944.88551408326 5804948.813536571,510942.325165795 5804945.599607305,510938.54030310793 5804948.652840079,510942.1025268133 5804952.027467006,510957.46461654286 5804970.82898345,510968.4518502841 5804987.541476069,510942.7704437581 5805008.432136258,510907.37084568595 5805048.445923169,510907.37084568595 5805048.767319781,510870.3014552517 5805076.4074720815,510847.03568167594 5805045.553354191,510834.56789870706 5805029.322845795,510828.1113682411 5805024.180512716,510821.5435182842 5805019.359578168,510813.5285149471 5805010.521204991,510802.50788535865 5804998.950984367,510783.9286623452 5804979.201295517,510778.68551432877 5804975.167800615))"
hospitals_point.43575115,43575115,hospital,Institut Bergonié,,,,,,,,,,330000662,,86.10Z,78183171400014,,,,,,,,,,229,Cours de l'Argonne,,,Q3151716,,,,INSEE - 2025-03,,way,23,2025-03-03T19:32:32Z,,POINT (-64623.220735771334 5593818.027025929),"SRID=3857;POLYGON((-64775.843213035994 5593812.760797425,-64759.390192296734 5593808.9626709195,-64738.651371161955 5593803.657852271,-64732.8182298444 5593802.025601005,-64717.68991104558 5593797.86650055,-64709.474532625034 5593795.575072439,-64701.370473695286 5593793.31503432,-64690.13833707425 5593790.191788129,-64679.95260366666 5593787.351047551,-64671.26968338479 5593784.855591099,-64669.5442312775 5593784.447529104,-64665.124847493 5593783.176259157,-64673.07305913564 5593751.44165243,-64668.89857823088 5593750.186081754,-64663.91146504335 5593748.64800791,-64637.684593012455 5593740.659444915,-64617.04595941938 5593733.926457218,-64589.63910078609 5593724.494005025,-64570.759315147545 5593751.049286575,-64539.968343994115 5593794.570610983,-64522.535711735894 5593819.211338243,-64519.12933531762 5593823.982544143,-64504.490822278305 5593844.43284004,-64490.965504146916 5593863.345088817,-64513.20713840742 5593871.051252973,-64524.91794883887 5593875.163302519,-64554.29516245922 5593885.490519166,-64562.132054611066 5593888.268511064,-64586.3440438586 5593896.555407223,-64606.203441016114 5593903.36699043,-64618.90499491563 5593867.959369618,-64619.66196745302 5593865.730703088,-64623.20192726025 5593855.827269008,-64631.04995136117 5593858.793589647,-64644.998283557565 5593864.0356613025,-64649.58464657826 5593865.667923756,-64657.08758025773 5593839.253558887,-64665.64804909973 5593841.482218898,-64690.02701758345 5593847.901390588,-64718.80310595352 5593855.309340107,-64733.86463305785 5593859.295823927,-64741.03360826493 5593861.257676843,-64744.19508180347 5593862.0738077825,-64748.78144482413 5593863.235225015,-64762.95241600213 5593866.907815625,-64766.013701998934 5593853.896806892,-64767.30500809214 5593848.921552768,-64775.843213035994 5593812.760797425))"
hospitals_point.38237900,38237900,hospital,Centre psychothérapique Camille Claudel,,,,,,,,,,340782622,,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre;mise à jour : 2009,,way,6,2023-04-12T16:22:28Z,,POINT (360766.86364411324 5364476.495217503),"SRID=3857;POLYGON((360657.1052807488 5364455.274451429,360813.5091653133 5364367.3211034555,360876.471469306 5364481.678986552,360843.63221952197 5364512.03281441,360722.77264836774 5364591.109364103,360657.1052807488 5364455.274451429))"
hospitals_point.624292583,624292583,hospital,Centre Hospitalier de Cosne sur Loire,,,,,,,,,,580972677,355,,,,,,,,,,,,96,,,,,,,,Le ministère des solidarités et de la santé - 03/2019,,way,5,2023-10-11T15:07:37Z,,POINT (325869.12286886066 6010171.443466877),"SRID=3857;POLYGON((325740.1996525165 6010116.170902888,325750.77500414185 6010114.361312157,325750.77500414185 6010113.538771042,325770.1334635908 6010110.182804099,325761.461675258 6010091.823713835,325763.46542609227 6010091.001174859,325762.1295922028 6010088.36905066,325805.96720767714 6010058.116130587,325833.2850107178 6010089.91542353,325836.8694983214 6010090.507651511,325879.90561346203 6010056.619115536,325924.5447292702 6010120.777135539,325996.23448134103 6010075.043934184,326019.15516449534 6010116.565722735,326002.21233799664 6010126.271716266,326002.3570533347 6010127.044906051,325980.7054123754 6010139.103385428,326005.3626795861 6010182.797006558,326009.8154592178 6010190.364448271,326016.3833091746 6010202.373662819,325982.5421839735 6010222.279383875,325905.6872075298 6010267.125002393,325873.81643731566 6010205.614508502,325838.361179498 6010227.115987469,325869.41931742936 6010288.626634037,325814.77257939894 6010320.722895027,325776.34509117703 6010243.270921088,325765.65842006094 6010221.736499968,325745.87694654695 6010153.678868582,325740.1996525165 6010116.170902888))"
hospitals_point.2614812280,2614812280,hospital,Unité de Soins Palliatifs La Mirandière,La Mirandière,,,,,,,,,210986840,,,,,,,,,,,,,,,,21800,,,,,Le ministère des solidarités et de la santé - 10/2018,,node,5,2021-08-09T17:04:27Z,,POINT (568648.1784629575 5992205.08169086),
hospitals_point.7334692506,7334692506,hospital,Consultations Souffrance et Travail,,,,,,,,,,380022178,292,86.10Z,26380021102328,,,,+33 4 56 58 89 80,,,,,,8,Place du Conseil National de la Résistance,Saint-Martin d'Hères,38400,,,,,,,node,2,2025-01-20T22:12:08Z,psychiatry,POINT (640512.8913775054 5650677.485572357),
hospitals_point.9114794464,9114794464,hospital,Centre Médico-Psychologique et Hôpital de Jour,CMP,,,,,,,,,850025941,292,,,,,+33 2 51 50 16 76,,,,,,,,,,,,,,Mo-Fr 09:00-17:00,,,node,2,2022-10-17T14:28:35Z,,POINT (-91093.52968452038 5855984.658491499),
hospitals_point.826930643,826930643,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,4,2024-03-24T21:13:23Z,,POINT (-40097.91897833864 6309979.9133971315),"SRID=3857;POLYGON((-40208.13253266908 6310053.443047093,-40207.63159496051 6310049.592273754,-40202.5220303331 6310010.505320076,-40191.62385218444 6309971.009619957,-40157.09254614037 6309972.611253889,-40152.984856930096 6309887.946575265,-40152.77334989759 6309883.448415298,-40028.78570105203 6309886.702765643,-40021.89502457193 6309891.575774265,-40017.03036282427 6309897.607404226,-40014.403222841545 6309903.621999983,-40011.93193014594 6309908.818750486,-40017.67601587087 6310064.927222285,-40144.84740215311 6310061.144599054,-40155.46728157478 6310060.002996883,-40188.11728822445 6310056.475958312,-40208.13253266908 6310053.443047093))"
hospitals_point.786128428,786128428,hospital,Clinique de Flandre,,,,,,,,,,590815056,365,,40009144300020,,,+33328281010,,+33328281011,,,,,,,,,,,,,Le ministère des solidarités et de la santé - 2025-10,,way,2,2025-10-26T08:57:25Z,,POINT (265478.52626200154 6622044.410157533),"SRID=3857;POLYGON((265312.9298958799 6622130.907451232,265397.72195201705 6621812.906547051,265407.5737269523 6621803.05324456,265425.19560234493 6621804.556889597,265457.1442962026 6621839.494601862,265495.95027069305 6621897.411926953,265534.47794645664 6621946.077655716,265698.69645927486 6622240.183303543,265658.23182437156 6622238.538051657,265544.91971469304 6622182.865045117,265312.9298958799 6622130.907451232))"
hospitals_point.699244991,699244991,hospital,Clinique du Golfe Gasso-Saint-Tropez,,,,,,,,,,830100368,128,,,,,,,,,,,,,Rond-Point du Général Diego Brosset,Gassin,83580,,,,,,,way,6,2025-11-17T07:09:07Z,,POINT (731569.9089941371 5350088.999992617),"SRID=3857;POLYGON((731515.2837949134 5350049.156316776,731539.5291800081 5350045.2743685655,731588.198061383 5350036.012719142,731621.2822140468 5350050.302561635,731620.057699648 5350073.456738017,731606.6770968548 5350106.621566229,731598.6064337721 5350145.777612289,731558.8765075081 5350149.231666412,731537.4920333266 5350136.103210881,731515.2837949134 5350049.156316776))"
hospitals_point.9442838606,9442838606,hospital,Institut national des jeunes sourds,,Hôpital de jour Centre basse audition,,,,,,,,570026575,101,,18571500000013,https://injs-metz.fr/,,,+33 3 87 39 97 00,+33 3 87 39 97 18,,,injs-metz@injs-metz.fr,,,,,,,,,,Le ministère des solidarités et de la santé - 2021-11,,node,4,2026-01-11T14:39:40Z,,POINT (692052.4129892071 6293661.006017842),
hospitals_point.1044796799,1044796799,hospital,Centre hospitalier saint Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,3,2024-12-05T08:15:14Z,,POINT (-191992.92684644635 6175349.288585078),"SRID=3857;POLYGON((-192270.5458243317 6175283.519764699,-191906.10807537267 6175217.731159534,-191806.18770043665 6175211.358596654,-191782.2985377124 6175303.32520253,-191776.3206810568 6175404.248122551,-191789.46751291948 6175480.083644989,-191862.37064744002 6175478.138275965,-191993.57179928894 6175458.047335654,-192087.73695655097 6175457.259127775,-192159.8274587887 6175466.3319079755,-192231.9290929755 6175383.201452923,-192270.5458243317 6175283.519764699))"
hospitals_point.1159540955,1159540955,hospital,Hôpital Alfred Brard,,,Centre hospitalier de Guémené-sur-Scorff,,,,,,,560000366,106,,,,,,,,,,,,,,,,Q92062661,,,,Le ministère des solidarités et de la santé - 08/2018,,way,1,2023-04-04T01:18:34Z,,POINT (-356133.5334864611 6118326.490134238),"SRID=3857;POLYGON((-356371.9505382543 6118369.216106603,-356324.8289978016 6118294.168616439,-356331.49703530007 6118286.772184605,-356369.234342679 6118267.798033921,-356368.4105784471 6118266.3987127915,-356364.8260908436 6118266.465347127,-356362.8557358565 6118265.049367636,-356357.167309877 6118252.838636557,-356357.57919199293 6118249.54024288,-356360.40670705907 6118247.041460634,-356330.6621391192 6118173.144469604,-356261.8555618598 6118199.214908825,-356212.6412149801 6118213.841042985,-356168.38058544067 6118218.721979417,-356159.25238719565 6118219.721488926,-356145.89404830046 6118217.722470025,-356136.3317040413 6118216.089938267,-356128.52820773673 6118214.390772889,-356115.2811883323 6118211.392246579,-356106.5982680504 6118209.559814344,-356099.06193852366 6118207.893967203,-356077.5327490043 6118206.8778006025,-356067.8924811016 6118207.59411475,-355983.6904182655 6118237.146290091,-355952.7213359269 6118249.840096796,-355929.29971506394 6118264.083169999,-355915.5406260019 6118276.343892902,-355906.50148334954 6118286.9221122125,-355901.2694672822 6118295.517966179,-355893.05408886174 6118318.906728736,-355890.6384559115 6118333.583043236,-355890.6384559115 6118395.820224759,-355891.3509006525 6118414.04500958,-355935.2887036687 6118415.510990299,-356003.81698220095 6118419.392508638,-356027.7061449252 6118425.672908987,-356049.34665393544 6118416.860359134,-356054.57867000275 6118435.668250595,-356049.5025012226 6118443.431307289,-356050.3930571489 6118451.944023455,-356052.78642620094 6118457.025002885,-356059.4989914958 6118461.639534356,-356063.8515835858 6118481.780244111,-356159.30804694106 6118464.354945736,-356196.4219651715 6118452.177248675,-356222.5709135588 6118440.765879307,-356261.59952703095 6118419.759004026,-356302.62075938826 6118399.5351457605,-356371.9505382543 6118369.216106603))"
hospitals_point.387890924,387890924,hospital,,,,,,,,,,,900003070,,,,,,,,,,,,,,,,,,,,,Le ministère des solidarités et de la santé - 08/2018,,way,6,2024-10-15T12:49:40Z,,POINT (761641.7042061045 6043118.181194035),"SRID=3857;POLYGON((761380.8003616229 6042776.041689009,761566.8263626877 6042802.54519905,761688.9995038332 6042901.360248817,761771.2312116823 6042919.937736558,761861.8118813407 6042988.270208663,761870.3278223864 6043050.939058035,761941.8617271702 6043137.569789511,761911.4047144891 6043189.819472818,761875.1479563378 6043170.201033802,761840.3383515668 6043234.010665401,761854.2087601195 6043239.790546627,761939.6798651506 6043275.345158232,761966.5078624318 6043322.4762996035,761589.4687471149 6043467.520946106,761551.0635227914 6043368.517761085,761441.7477828322 6043210.593929056,761415.1201606345 6043156.032188896,761401.5948425032 6043103.6506005,761389.6725250392 6042950.355362777,761386.0880374357 6042862.521043573,761380.8003616229 6042776.041689009))"
hospitals_point.11934790659,11934790659,hospital,Maison de Famille Château de Chambourcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,1,2024-05-26T11:53:07Z,,POINT (226303.07375795682 6259043.580201907),
hospitals_point.136701977,136701977,hospital,Association Audoise Sociale et Médicale,,,,,,,no,,yes,110785516,,,,,,,,,,,,,,,,,,,,,Le ministère des solidarités et de la santé - 03/2019,,way,7,2021-08-02T21:03:39Z,,POINT (247297.33517276542 5320423.965349636),"SRID=3857;POLYGON((247156.9213225804 5320430.355144328,247156.9658503767 5320424.840148475,247157.67829511777 5320417.588390927,247158.2571564699 5320413.459766771,247160.0716641698 5320404.745481181,247165.8046179457 5320376.850681096,247170.15721003566 5320356.756117022,247183.7159240143 5320359.513594448,247187.57871034482 5320360.183920573,247188.06851610434 5320360.22962463,247190.9182950686 5320360.50384897,247202.81834863444 5320361.326522036,247210.83335197155 5320362.332011439,247249.11612485535 5320369.141919792,247259.9252474114 5320327.50557788,247267.75100761413 5320310.94554762,247336.4017375864 5320315.378818712,247337.42587690166 5320290.424557288,247355.88264847524 5320291.033940168,247381.8868815245 5320290.226507864,247424.15489217872 5320295.375794334,247438.38152310209 5320297.325820722,247443.98089348897 5320297.691450714,247431.57990221464 5320348.209465646,247424.0992324333 5320377.018262931,247422.3292525297 5320376.667864548,247416.18441663793 5320389.708787227,247406.51075288802 5320408.158067579,247392.77392772408 5320442.80198395,247386.47324454517 5320458.676679844,247383.20045151585 5320473.911538123,247381.57518695027 5320489.679642602,247370.86625193598 5320541.783133629,247365.71215951222 5320547.130613622,247352.50966790415 5320550.634662001,247277.6695742438 5320548.562702803,247244.38504649664 5320547.2829635255,247209.6756292673 5320546.399334126,247201.7942093191 5320541.249909295,247193.1558168336 5320524.780909879,247177.79372710412 5320485.368167913,247168.69892470632 5320484.956825907,247165.82688184385 5320479.853139586,247166.26102785795 5320466.9796745265,247158.2905523171 5320466.751151637,247156.9213225804 5320430.355144328))"
hospitals_point.685625613,685625613,hospital,CPC La Bastide,,,,,,,,,,130784549,161,,05580667300012,,,,,,,,,,,Route de la Treille,,,,,,,,,way,4,2021-08-22T10:16:48Z,,POINT (613145.7126173403 5358515.639847873),"SRID=3857;POLYGON((613079.0043718369 5358463.798277746,613105.2869036132 5358439.322961956,613104.6857783629 5358429.915279589,613110.0625097682 5358431.108448533,613121.40596588 5358433.6477573095,613233.9722349703 5358477.825722148,613204.8621881277 5358521.575575606,613143.2802458209 5358541.125401833,613173.9598974836 5358631.899546594,613154.8463409144 5358649.965756964,613148.2784909575 5358635.785079139,613143.5251487007 5358638.247956908,613139.918397199 5358640.114237391,613117.2314849753 5358594.436365307,613124.0887656081 5358579.353232443,613114.9828312614 5358552.322973395,613107.079147415 5358555.321232551,613079.0043718369 5358463.798277746))"
hospitals_point.965662250,965662250,hospital,Centre de rééducation fonctionnelle La Rougeville,,,,,Elsan,private,,,,590034732,109,,32262352100018,https://www.elsan.care/fr/hopitaux-prives-hainaut,,+33826209400,,+33327239313,,,,,,,,,,,,,Le ministère des solidarités et de la santé - 2025-05,,way,3,2025-07-11T06:29:54Z,physiatry,POINT (395396.22971717425 6511032.796368082),"SRID=3857;POLYGON((395300.1204338333 6511002.675954934,395305.419241595 6510998.155431164,395308.2022288649 6510995.886443333,395365.0085650167 6510950.26246606,395408.53448591684 6511002.675954934,395415.4028984988 6510996.759130887,395449.50005852873 6510968.327017668,395501.9760664887 6511029.380257651,395442.23089577997 6511077.221318564,395426.8688060505 6511090.137230621,395394.80879270204 6511117.0163554335,395385.45795547543 6511125.045201847,395384.79003853066 6511125.673546676,395345.14916785917 6511079.61250617,395346.56292539224 6511071.40916471,395335.59795554914 6511061.408080693,395317.15231592464 6511039.608202937,395325.74618061393 6511031.701616138,395300.1204338333 6511002.675954934))"
hospitals_point.65653079,65653079,hospital,Service Hospitalier Frédéric Joliot,,,SHFJ,,CEA (Commissariat à l'énergie atomique et aux énergies alternatives),public,no,,yes,910811355,355,,,,,+33 1 69 86 77 09,,,,,,,4,Place du Général Leclerc,,91401,,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,,way,16,2025-11-08T17:58:48Z,nuclear medicine,POINT (243314.04580014068 6223852.244058515),"SRID=3857;POLYGON((243227.05386690176 6223824.197866461,243231.92966059851 6223814.550532039,243233.2877583862 6223815.292634302,243234.04473092358 6223813.8421617625,243241.91501892265 6223811.312268399,243249.1062580279 6223811.04241315,243255.20656612335 6223811.396598164,243260.39405439436 6223812.695276677,243269.81168331546 6223816.60817937,243270.2680932277 6223814.365006487,243279.12912469485 6223816.996096546,243276.32387352682 6223820.335558182,243285.5188634664 6223825.209825249,243289.22580250978 6223824.703845839,243294.76951315132 6223828.009578535,243296.08308314264 6223825.800134599,243303.78639190557 6223830.606940839,243300.98114073757 6223835.700471827,243316.9443557173 6223843.880486588,243318.3469813013 6223841.384316296,243326.2729290458 6223827.284341146,243396.73816671796 6223844.453931218,243396.56005553267 6223860.105611359,243366.2811540369 6223858.722595356,243344.23989485987 6223846.49471977,243341.24540055747 6223854.219361884,243338.81863565822 6223860.45979842,243356.2290040183 6223869.803595749,243347.30118085665 6223886.332359892,243345.3308258696 6223885.539653124,243342.73708173414 6223889.047802796,243348.22513263026 6223891.98250604,243346.510812472 6223896.199035459,243344.05065172547 6223900.567362152,243341.6572826734 6223902.3214399135,243339.1303302324 6223903.856258246,243337.3158225325 6223905.256147743,243335.30093974914 6223906.453643757,243332.91870264616 6223907.8535336815,243329.03365241745 6223911.580952552,243319.48244010741 6223902.894888488,243324.68106032745 6223896.317098314,243319.88319027427 6223891.645183773,243313.76061828068 6223897.818183318,243301.28170336268 6223885.016804018,243313.86080582236 6223872.232310094,243262.4757288722 6223844.200940937,243227.05386690176 6223824.197866461))"
hospitals_point.1235188435,1235188435,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,2,2023-12-29T13:49:59Z,,POINT (217427.62425266625 6086395.083457145),"SRID=3857;POLYGON((217341.1200404591 6086327.796405334,217422.76175500685 6086321.854776742,217430.35374427895 6086366.682640187,217560.5975485071 6086359.380047464,217518.91953115407 6086405.768213495,217488.64062965827 6086434.663437314,217468.35821843578 6086446.895390722,217449.97937050584 6086455.791367764,217430.23129283907 6086461.434343048,217407.74475569883 6086463.957086134,217368.43784349976 6086467.210098053,217341.1200404591 6086327.796405334))"
hospitals_point.198820432,198820432,hospital,Centre hospitalier Durécu-Lavoisier,CHDL,,,,,,no,,,760000620,,,,,,+33 2 32 12 32 32,,,,,,,116,Rue Louis Pasteur,Darnétal,76160,,,,,Le ministère des solidarités et de la santé - 03/2019,,way,8,2024-12-10T15:52:11Z,,POINT (127987.48883877223 6350707.672965732),"SRID=3857;POLYGON((127830.66483450981 6350711.014989358,127836.62042726725 6350708.481022555,127846.87295236932 6350703.84112587,128066.76234253327 6350605.308131998,128085.88703105155 6350596.747544218,128102.84098949937 6350599.76087012,128105.14530295879 6350604.417830466,128121.93228217043 6350641.485272363,128138.41869875688 6350677.131807363,128143.90674965299 6350688.962655267,128148.35952928472 6350697.283637878,128146.03295192715 6350703.567183711,128043.85279132801 6350739.556411487,128047.80463325117 6350747.689108022,127985.57703789772 6350776.847030048,127944.84523621648 6350795.971805484,127902.93344793281 6350815.0452596545,127878.44315995827 6350825.849003816,127860.87694431111 6350783.130635434,127854.28683045614 6350767.584285177,127845.002784924 6350745.63453131,127830.66483450981 6350711.014989358))"
